a,b,c,d,pos,vel,acc
10000000000.0,7742.636826811277,7742.636826811277,2154434.6900318866,"(4593.553724845923, 0.0, 1578.7991220158265)","(1276545.2899061004, 0.0175, 9685.645969739824)","(385989.5986121504, 0.015833333333333335, 5852.814897544034)"
10000000000.0,7742.636826811277,7742.636826811277,35938136.638046406,"(4593.556982824753, 0.0, 1578.8024405850463)","(1699005.8944759343, 0.0033333333333333335, 7108.070133577014)","(820234.961957096, 0.005833333333333334, 6274.45914978158)"
10000000000.0,7742.636826811277,7742.636826811277,599484250.3189421,"(4593.562096172883, 0.0, 1578.8063260603835)","(2224469.044712964, 0.0, 5200.388997249145)","(1717500.2206576162, 0.0025, 6517.5685942298605)"
10000000000.0,7742.636826811277,7742.636826811277,10000000000.0,"(4593.570026013214, 0.0, 1578.8121419538634)","(2890194.9085934837, 0.0, 4676.528999904206)","(3574706.6226901975, 0.0008333333333333334, 7278.711650808127)"
10000000000.0,7742.636826811277,129154.96650148854,0.1,"(4593.550045995268, 0.0, 1578.7972492555173)","(579818.2823881229, 0.0275, 24553.541251089213)","(48562.929294136105, 0.024166666666666666, 4873.08665062931)"
10000000000.0,7742.636826811277,129154.96650148854,1.6681005372000592,"(4593.550046259946, 0.0, 1578.7972491524356)","(579890.0032358066, 0.0275, 24534.906928998065)","(48587.00776787139, 0.024166666666666666, 4873.7736446191775)"
10000000000.0,7742.636826811277,129154.96650148854,27.825594022071257,"(4593.550050636404, 0.0, 1578.7972447070863)","(581072.6380824503, 0.0275, 24251.149624519858)","(48982.14457438115, 0.024166666666666666, 4885.362081478524)"
10000000000.0,7742.636826811277,129154.96650148854,464.1588833612782,"(4593.550114201495, 0.0, 1578.7969568565254)","(597804.849112445, 0.0275, 22372.76484855595)","(54317.13137064716, 0.024166666666666666, 5033.656775455631)"
10000000000.0,7742.636826811277,129154.96650148854,7742.636826811277,"(4593.550545177579, 0.0, 1578.7954927048622)","(700601.0650689473, 0.0275, 17986.350108439427)","(86167.89487967022, 0.024166666666666666, 5258.330243398945)"
10000000000.0,7742.636826811277,129154.96650148854,129154.96650148854,"(4593.551691872141, 0.0, 1578.7964388304708)","(938210.947630826, 0.025833333333333333, 12821.093442871872)","(178720.75016057314, 0.0225, 5297.962946450846)"
10000000000.0,7742.636826811277,129154.96650148854,2154434.6900318866,"(4593.553727235094, 0.0, 1578.799125029173)","(1277056.4631335533, 0.016666666666666666, 9677.292657965176)","(386352.15039905603, 0.015, 5850.779206999756)"
10000000000.0,7742.636826811277,129154.96650148854,35938136.638046406,"(4593.556983329384, 0.0, 1578.8024409877587)","(1699085.6218462493, 0.0025, 7106.710356550139)","(820336.6043638864, 0.005833333333333334, 6273.7921577499765)"
10000000000.0,7742.636826811277,129154.96650148854,599484250.3189421,"(4593.562096282435, 0.0, 1578.8063261720424)","(2224481.9570276667, 0.0, 5200.2666963071115)","(1717529.3826668838, 0.0025, 6517.455217666757)"
10000000000.0,7742.636826811277,129154.96650148854,10000000000.0,"(4593.570026038599, 0.0, 1578.8121419660013)","(2890197.1225942383, 0.0, 4676.521411938627)","(3574715.3167569414, 0.0008333333333333334, 7278.698902032962)"
10000000000.0,7742.636826811277,2154434.6900318866,0.1,"(4593.550664543552, 0.0, 1578.7957971947596)","(749121.0714169741, 0.0, 12539.256054532481)","(100994.81646054446, 0.0033333333333333335, 4737.990775007946)"
10000000000.0,7742.636826811277,2154434.6900318866,1.6681005372000592,"(4593.550664637205, 0.0, 1578.79579733109)","(749141.2681868253, 0.0, 12539.181013019337)","(101001.56677313065, 0.0033333333333333335, 4738.010460802918)"
10000000000.0,7742.636826811277,2154434.6900318866,27.825594022071257,"(4593.55066619578, 0.0, 1578.7957995903807)","(749476.9614279805, 0.0, 12537.93632113388)","(101113.78430685759, 0.0033333333333333335, 4738.3384066384315)"
10000000000.0,7742.636826811277,2154434.6900318866,464.1588833612782,"(4593.550690871975, 0.0, 1578.7958336145834)","(754767.2626181219, 0.0, 12518.909172940825)","(102887.6973941906, 0.0033333333333333335, 4743.701206867777)"
10000000000.0,7742.636826811277,2154434.6900318866,7742.636826811277,"(4593.550937298604, 0.0, 1578.7960655380402)","(805687.658258782, 0.0, 12357.761494661801)","(120810.52176048666, 0.0033333333333333335, 4816.375740551957)"
10000000000.0,7742.636826811277,2154434.6900318866,129154.96650148854,"(4593.551848886154, 0.0, 1578.796863575433)","(977318.6583734978, 0.0, 11503.93149360272)","(195680.68262634586, 0.0033333333333333335, 5136.878515128888)"
10000000000.0,7742.636826811277,2154434.6900318866,2154434.6900318866,"(4593.55376595896, 0.0, 1578.7991747072767)","(1285027.6602734672, 0.0, 9546.986763641551)","(392032.3536466751, 0.0033333333333333335, 5819.552201381953)"
10000000000.0,7742.636826811277,2154434.6900318866,35938136.638046406,"(4593.556991716535, 0.0, 1578.8024476877104)","(1700398.6332054525, 0.0, 7084.28879365797)","(821998.3228548467, 0.0025, 6262.8092771824295)"
10000000000.0,7742.636826811277,2154434.6900318866,599484250.3189421,"(4593.562098107444, 0.0, 1578.806328033074)","(2224696.9054734097, 0.0, 5198.230718728431)","(1718011.9114870543, 0.0016666666666666668, 6515.568015347362)"
10000000000.0,7742.636826811277,2154434.6900318866,10000000000.0,"(4593.57002644088, 0.0, 1578.8121421684846)","(2890234.0427212254, 0.0, 4676.394884754257)","(3574859.019141179, 0.0008333333333333334, 7278.486326302343)"
10000000000.0,7742.636826811277,35938136.638046406,0.1,"(4593.552537568938, 0.0, 1578.798196528994)","(1122552.9274751144, 0.0, 8821.537324333294)","(285895.31300224114, 0.0, 4997.071219526553)"
10000000000.0,7742.636826811277,35938136.638046406,1.6681005372000592,"(4593.552537580052, 0.0, 1578.7981965415486)","(1122554.645746177, 0.0, 8821.5330937794)","(285896.26822513173, 0.0, 4997.073698002125)"
10000000000.0,7742.636826811277,35938136.638046406,27.825594022071257,"(4593.552537762292, 0.0, 1578.798196750883)","(1122583.2969273308, 0.0, 8821.462562614139)","(285912.19630187313, 0.0, 4997.1150290946025)"
10000000000.0,7742.636826811277,35938136.638046406,464.1588833612782,"(4593.552540787395, 0.0, 1578.7982002162848)","(1123058.1118850017, 0.0, 8820.29668460331)","(286176.2394760672, 0.0, 4997.801066026124)"
10000000000.0,7742.636826811277,35938136.638046406,7742.636826811277,"(4593.552586687878, 0.0, 1578.798251761269)","(1130232.4214422533, 0.0, 8803.339811188893)","(290186.07151924114, 0.0, 5008.432850676665)"
10000000000.0,7742.636826811277,35938136.638046406,129154.96650148854,"(4593.552960519236, 0.0, 1578.7986197158764)","(1187037.6012168303, 0.0, 8702.92529535019)","(324008.32232434314, 0.0, 5115.431325259623)"
10000000000.0,7742.636826811277,35938136.638046406,2154434.6900318866,"(4593.554244622444, 0.0, 1578.7998126523896)","(1367413.2038441875, 0.0, 8346.153828397832)","(460393.8333648789, 0.0, 5573.654360773918)"
10000000000.0,7742.636826811277,35938136.638046406,35938136.638046406,"(4593.557123812109, 0.0, 1578.8025551116932)","(1719658.2082108445, 0.0, 6769.828920898618)","(847176.0911037737, 0.0, 6112.030225447092)"
10000000000.0,7742.636826811277,35938136.638046406,599484250.3189421,"(4593.562128309815, 0.0, 1578.8063586570654)","(2228188.799593859, 0.0, 5165.375123276599)","(1725808.513146989, 0.0, 6485.167923035981)"
10000000000.0,7742.636826811277,35938136.638046406,10000000000.0,"(4593.570033155601, 0.0, 1578.8121455478854)","(2890846.9985124413, 0.0, 4674.297478057392)","(3577209.616307792, 0.0, 7274.96432829688)"
10000000000.0,7742.636826811277,599484250.3189421,0.1,"(4593.556480288709, 0.0, 1578.8021861564384)","(1667039.8056043708, 0.0, 5333.319282267434)","(840249.1177973989, 0.0, 4920.877851628516)"
10000000000.0,7742.636826811277,599484250.3189421,1.6681005372000592,"(4593.556480289494, 0.0, 1578.8021861570833)","(1667039.8926660998, 0.0, 5333.319242283346)","(840249.2093053525, 0.0, 4920.878030950887)"
10000000000.0,7742.636826811277,599484250.3189421,27.825594022071257,"(4593.556480302094, 0.0, 1578.8021861678365)","(1667041.3449051802, 0.0, 5333.31857534812)","(840250.735711113, 0.0, 4920.881022161161)"
10000000000.0,7742.636826811277,599484250.3189421,464.1588833612782,"(4593.556480514784, 0.0, 1578.802186347129)","(1667065.5591221119, 0.0, 5333.307461178806)","(840276.1868762374, 0.0, 4920.9308998801525)"
10000000000.0,7742.636826811277,599484250.3189421,7742.636826811277,"(4593.556484035594, 0.0, 1578.8021893155596)","(1667466.5625448136, 0.0, 5333.125065929186)","(840697.7618853122, 0.0, 4921.757768938548)"
10000000000.0,7742.636826811277,599484250.3189421,129154.96650148854,"(4593.556536874316, 0.0, 1578.8022336000465)","(1673470.9911174183, 0.0, 5330.718756272605)","(847032.0065494932, 0.0, 4934.331132615249)"
10000000000.0,7742.636826811277,599484250.3189421,2154434.6900318866,"(4593.556956483197, 0.0, 1578.8025715722538)","(1720436.932912223, 0.0, 5316.5929617844195)","(898715.7458418804, 0.0, 5041.779173373205)"
10000000000.0,7742.636826811277,599484250.3189421,35938136.638046406,"(4593.558524795773, 0.0, 1578.803765141357)","(1887428.2957597442, 0.0, 5215.710807937813)","(1119446.0266825205, 0.0, 5456.3114270811175)"
10000000000.0,7742.636826811277,599484250.3189421,599484250.3189421,"(4593.562580323496, 0.0, 1578.806785454433)","(2275826.6635440034, 0.0, 4806.0736786294265)","(1839944.845964849, 0.0, 6163.114679497033)"
10000000000.0,7742.636826811277,599484250.3189421,10000000000.0,"(4593.570143263157, 0.0, 1578.8122023146261)","(2900610.9708176865, 0.0, 4642.641608736827)","(3614964.986474006, 0.0, 7222.31446541949)"
10000000000.0,7742.636826811277,10000000000.0,0.1,"(4593.564259001252, 0.0, 1578.8081236350706)","(2438559.6954986462, 0.0, 3803.267386066735)","(2460314.0561695327, 0.0, 4984.017573425807)"
10000000000.0,7742.636826811277,10000000000.0,1.6681005372000592,"(4593.56425900117, 0.0, 1578.8081236351045)","(2438559.6995235635, 0.0, 3803.267391115402)","(2460314.0644565867, 0.0, 4984.017586816212)"
10000000000.0,7742.636826811277,10000000000.0,27.825594022071257,"(4593.564259002065, 0.0, 1578.8081236356657)","(2438559.766663122, 0.0, 3803.267475332121)","(2460314.2026927536, 0.0, 4984.017810181272)"
10000000000.0,7742.636826811277,10000000000.0,464.1588833612782,"(4593.564259015125, 0.0, 1578.8081236450284)","(2438560.8865882405, 0.0, 3803.2688801197405)","(2460316.508549726, 0.0, 4984.021536033006)"
10000000000.0,7742.636826811277,10000000000.0,7742.636826811277,"(4593.564259234411, 0.0, 1578.8081238011414)","(2438579.55966173, 0.0, 3803.29230451563)","(2460354.955524319, 0.0, 4984.083658624348)"
10000000000.0,7742.636826811277,10000000000.0,129154.96650148854,"(4593.564262864018, 0.0, 1578.8081263861611)","(2438888.7343411827, 0.0, 3803.680600991589)","(2460991.604568237, 0.0, 4985.1121301212315)"
10000000000.0,7742.636826811277,10000000000.0,2154434.6900318866,"(4593.564317085176, 0.0, 1578.8081650374977)","(2443506.9035176313, 0.0, 3809.569105307377)","(2470519.470409425, 0.0, 5000.460015124487)"
10000000000.0,7742.636826811277,10000000000.0,35938136.638046406,"(4593.5647466973805, 0.0, 1578.8084686049597)","(2479839.293058987, 0.0, 3857.592848323984)","(2547265.2885577916, 0.0, 5122.208935303611)"
10000000000.0,7742.636826811277,10000000000.0,599484250.3189421,"(4593.566464269366, 0.0, 1578.8096526700251)","(2621495.9056497016, 0.0, 4030.62881775967)","(2883235.4754997487, 0.0, 5609.5136734498)"
10000000000.0,7742.636826811277,10000000000.0,10000000000.0,"(4593.57164974356, 0.0, 1578.8131069858543)","(3022198.6982573797, 0.0, 4470.318306578418)","(4132743.6177740786, 0.0, 6970.123854107809)"
10000000000.0,129154.96650148854,0.1,0.1,"(4593.549952708692, 0.0, 1578.798354381647)","(550672.5040753516, 0.02666666666666667, 66974.25799790725)","(38357.65368769659, 0.043333333333333335, 5175.099108986156)"
10000000000.0,129154.96650148854,0.1,1.6681005372000592,"(4593.549953040301, 0.0, 1578.7985130288096)","(550769.5466295363, 0.02666666666666667, 65794.38031973947)","(38404.2587544116, 0.043333333333333335, 5153.057867501246)"
10000000000.0,129154.96650148854,0.1,27.825594022071257,"(4593.549958504677, 0.0, 1578.7997071683355)","(552362.6443210536, 0.02666666666666667, 53101.994812404926)","(39140.859561584446, 0.03833333333333333, 5023.930369692313)"
10000000000.0,129154.96650148854,0.1,464.1588833612782,"(4593.55003530458, 0.0, 1578.798636093202)","(573770.1297424219, 0.02666666666666667, 29934.364801630825)","(47010.605646392614, 0.028333333333333332, 5424.0045265330855)"
10000000000.0,129154.96650148854,0.1,7742.636826811277,"(4593.55050524479, 0.0, 1578.7953957254076)","(688686.7752610582, 0.02666666666666667, 19533.148638157138)","(82577.58337762457, 0.028333333333333332, 5416.182048999043)"
10000000000.0,129154.96650148854,0.1,129154.96650148854,"(4593.551680438587, 0.0, 1578.796401762645)","(935210.1241939735, 0.023333333333333334, 12947.343208121687)","(177405.99076858742, 0.025, 5315.92400944689)"
10000000000.0,129154.96650148854,0.1,2154434.6900318866,"(4593.553724930218, 0.0, 1578.7991220884312)","(1276630.3988328443, 0.0125, 9685.378695844)","(385981.78561675455, 0.015833333333333335, 5852.701968841671)"
10000000000.0,129154.96650148854,0.1,35938136.638046406,"(4593.556982927377, 0.0, 1578.8024406621194)","(1699049.3678721064, 0.0, 7107.874611498459)","(820240.4440914639, 0.005833333333333334, 6274.341531026018)"
10000000000.0,129154.96650148854,0.1,599484250.3189421,"(4593.562096243695, 0.0, 1578.8063261199602)","(2224488.086109577, 0.0, 5200.336443016569)","(1717507.6990043542, 0.0025, 6517.514000343965)"
10000000000.0,129154.96650148854,0.1,10000000000.0,"(4593.570026057769, 0.0, 1578.8121419795903)","(2890203.194744247, 0.0, 4676.521313546882)","(3574713.3896059524, 0.0008333333333333334, 7278.6934620082475)"
10000000000.0,129154.96650148854,1.6681005372000592,0.1,"(4593.549952710131, 0.0, 1578.7983546961443)","(550672.9334917474, 0.02666666666666667, 66970.43634026623)","(38357.83230698784, 0.043333333333333335, 5175.052280315437)"
10000000000.0,129154.96650148854,1.6681005372000592,1.6681005372000592,"(4593.549953041743, 0.0, 1578.79851329581)","(550769.9755783097, 0.02666666666666667, 65790.78770203436)","(38404.43650697761, 0.043333333333333335, 5153.016795153282)"
10000000000.0,129154.96650148854,1.6681005372000592,27.825594022071257,"(4593.549958505956, 0.0, 1578.7997071456239)","(552363.0657305301, 0.02666666666666667, 53100.262850867955)","(39141.02521070827, 0.03833333333333333, 5023.9223627562)"
10000000000.0,129154.96650148854,1.6681005372000592,464.1588833612782,"(4593.550035305675, 0.0, 1578.7986360538578)","(573770.4701601784, 0.02666666666666667, 29934.19272833387)","(47010.710615524724, 0.028333333333333332, 5423.993932978261)"
10000000000.0,129154.96650148854,1.6681005372000592,7742.636826811277,"(4593.550505245339, 0.0, 1578.7953957268235)","(688686.9349335275, 0.02666666666666667, 19533.12583758363)","(82577.6300336437, 0.028333333333333332, 5416.179655316604)"
10000000000.0,129154.96650148854,1.6681005372000592,129154.96650148854,"(4593.551680438654, 0.0, 1578.7964017631175)","(935210.1644734395, 0.023333333333333334, 12947.341583853837)","(177406.0073452906, 0.025, 5315.923776720997)"
10000000000.0,129154.96650148854,1.6681005372000592,2154434.6900318866,"(4593.553724930259, 0.0, 1578.7991220884703)","(1276630.405434204, 0.0125, 9685.378587512454)","(385981.79033414787, 0.015833333333333335, 5852.701942416523)"
10000000000.0,129154.96650148854,1.6681005372000592,35938136.638046406,"(4593.556982927339, 0.0, 1578.8024406621244)","(1699049.3688990122, 0.0, 7107.874593926715)","(820240.4454071749, 0.005833333333333334, 6274.34152240633)"
10000000000.0,129154.96650148854,1.6681005372000592,599484250.3189421,"(4593.562096243841, 0.0, 1578.8063261199618)","(2224488.086276024, 0.0, 5200.3364414369225)","(1717507.6993813077, 0.0025, 6517.513998879584)"
10000000000.0,129154.96650148854,1.6681005372000592,10000000000.0,"(4593.570026057293, 0.0, 1578.8121419795905)","(2890203.1947728093, 0.0, 4676.521313448882)","(3574713.3897183714, 0.0008333333333333334, 7278.693461843594)"
10000000000.0,129154.96650148854,27.825594022071257,0.1,"(4593.549952732285, 0.0, 1578.7983599230547)","(550680.0962590249, 0.02666666666666667, 66906.79687218927)","(38360.81142481859, 0.043333333333333335, 5174.272968902708)"
10000000000.0,129154.96650148854,27.825594022071257,1.6681005372000592,"(4593.549953063816, 0.0, 1578.7985177334394)","(550777.1305460657, 0.02666666666666667, 65730.95743667686)","(38407.401175295476, 0.043333333333333335, 5152.3332062612535)"
10000000000.0,129154.96650148854,27.825594022071257,27.825594022071257,"(4593.549958527793, 0.0, 1578.799706765311)","(552370.0949493104, 0.02666666666666667, 53071.39984774514)","(39143.78808222197, 0.03833333333333333, 5023.788962885357)"
10000000000.0,129154.96650148854,27.825594022071257,464.1588833612782,"(4593.550035323882, 0.0, 1578.79863539769)","(573776.1484810875, 0.02666666666666667, 29931.322935864366)","(47012.46153016168, 0.028333333333333332, 5423.817268400458)"
10000000000.0,129154.96650148854,27.825594022071257,7742.636826811277,"(4593.550505253938, 0.0, 1578.795395750438)","(688689.5983893161, 0.02666666666666667, 19532.74551786644)","(82578.40829158721, 0.028333333333333332, 5416.139728318208)"
10000000000.0,129154.96650148854,27.825594022071257,129154.96650148854,"(4593.551680441115, 0.0, 1578.796401770995)","(935210.8363719742, 0.023333333333333334, 12947.314489628707)","(177406.28385984316, 0.025, 5315.919894655522)"
10000000000.0,129154.96650148854,27.825594022071257,2154434.6900318866,"(4593.553724930762, 0.0, 1578.79912208912)","(1276630.5155514188, 0.0125, 9685.376780434875)","(385981.86902489414, 0.015833333333333335, 5852.701501618936)"
10000000000.0,129154.96650148854,27.825594022071257,35938136.638046406,"(4593.556982927402, 0.0, 1578.8024406622112)","(1699049.386028829, 0.0, 7107.87430081236)","(820240.4673545478, 0.005833333333333334, 6274.341378621282)"
10000000000.0,129154.96650148854,27.825594022071257,599484250.3189421,"(4593.562096243784, 0.0, 1578.806326119986)","(2224488.089052554, 0.0, 5200.336415086818)","(1717507.705669321, 0.0025, 6517.513974452214)"
10000000000.0,129154.96650148854,27.825594022071257,10000000000.0,"(4593.570026057621, 0.0, 1578.812141979593)","(2890203.195249263, 0.0, 4676.521311814134)","(3574713.391593639, 0.0008333333333333334, 7278.693459097008)"
10000000000.0,129154.96650148854,464.1588833612782,0.1,"(4593.549953101113, 0.0, 1578.79844200377)","(550799.4867267375, 0.02666666666666667, 65874.73538298371)","(38410.38673345819, 0.043333333333333335, 5161.765862428293)"
10000000000.0,129154.96650148854,464.1588833612782,1.6681005372000592,"(4593.5499534323335, 0.0, 1578.7985874419576)","(550896.3911563818, 0.02666666666666667, 64759.40816645396)","(38456.73774359143, 0.0425, 5141.343590960962)"
10000000000.0,129154.96650148854,464.1588833612782,27.825594022071257,"(4593.549958891158, 0.0, 1578.7997000289379)","(552487.2618490368, 0.02666666666666667, 52597.54989384371)","(39189.786236116175, 0.03833333333333333, 5021.608385432258)"
10000000000.0,129154.96650148854,464.1588833612782,464.1588833612782,"(4593.5500356270295, 0.0, 1578.7986244885021)","(573870.8158960777, 0.02666666666666667, 29883.608045615987)","(47041.647421723836, 0.028333333333333332, 5420.883226701105)"
10000000000.0,129154.96650148854,464.1588833612782,7742.636826811277,"(4593.550505398507, 0.0, 1578.7953961441006)","(688734.0159550325, 0.02666666666666667, 19526.406066100037)","(82591.38725523841, 0.028333333333333332, 5415.474270592441)"
10000000000.0,129154.96650148854,464.1588833612782,129154.96650148854,"(4593.551680481749, 0.0, 1578.7964019023864)","(935222.0433564065, 0.023333333333333334, 12946.862585120109)","(177410.8959786726, 0.025, 5315.855148030828)"
10000000000.0,129154.96650148854,464.1588833612782,2154434.6900318866,"(4593.553724939366, 0.0, 1578.799122099955)","(1276632.3523855975, 0.0125, 9685.346637033595)","(385983.1816286959, 0.015833333333333335, 5852.694148814277)"
10000000000.0,129154.96650148854,464.1588833612782,35938136.638046406,"(4593.556982929245, 0.0, 1578.8024406636587)","(1699049.6717705978, 0.0, 7107.869411382528)","(820240.8334557668, 0.005833333333333334, 6274.338980148883)"
10000000000.0,129154.96650148854,464.1588833612782,599484250.3189421,"(4593.562096244233, 0.0, 1578.8063261203872)","(2224488.135367842, 0.0, 5200.335975540746)","(1717507.8105593629, 0.0025, 6517.513566979298)"
10000000000.0,129154.96650148854,464.1588833612782,10000000000.0,"(4593.570026058178, 0.0, 1578.8121419796366)","(2890203.2031969833, 0.0, 4676.521284544894)","(3574713.4228748567, 0.0008333333333333334, 7278.6934132811475)"
10000000000.0,129154.96650148854,7742.636826811277,0.1,"(4593.549959191882, 0.0, 1578.7990226652748)","(552766.0390809886, 0.025833333333333333, 53984.41867883151)","(39207.002300458735, 0.04, 5037.211186853781)"
10000000000.0,129154.96650148854,7742.636826811277,1.6681005372000592,"(4593.549959517989, 0.0, 1578.7990730106353)","(552860.84366633, 0.025833333333333333, 53414.44941017086)","(39249.90528602239, 0.03916666666666667, 5029.995308738797)"
10000000000.0,129154.96650148854,7742.636826811277,27.825594022071257,"(4593.5499648932355, 0.0, 1578.799521177386)","(554417.841316245, 0.025833333333333333, 46328.8562661411)","(39933.884441454735, 0.035, 4994.397108187554)"
10000000000.0,129154.96650148854,7742.636826811277,464.1588833612782,"(4593.550040643311, 0.0, 1578.798452085606)","(575435.5114007305, 0.025833333333333333, 29128.68066095711)","(47522.74292227357, 0.028333333333333332, 5375.285514306165)"
10000000000.0,129154.96650148854,7742.636826811277,7742.636826811277,"(4593.550507800074, 0.0, 1578.795402641949)","(689471.752070585, 0.025833333333333333, 19421.939100859072)","(82807.01767501554, 0.0275, 5404.528827995371)"
10000000000.0,129154.96650148854,7742.636826811277,129154.96650148854,"(4593.551681157389, 0.0, 1578.7964040905374)","(935408.7212383711, 0.023333333333333334, 12939.339469609416)","(177487.71437441133, 0.025, 5314.777921353644)"
10000000000.0,129154.96650148854,7742.636826811277,2154434.6900318866,"(4593.553725082895, 0.0, 1578.7991222806922)","(1276662.9838237807, 0.0125, 9684.843945367464)","(386005.0669715332, 0.015833333333333335, 5852.571536198007)"
10000000000.0,129154.96650148854,7742.636826811277,35938136.638046406,"(4593.556982959465, 0.0, 1578.8024406878044)","(1699054.4380077203, 0.0, 7107.787854193099)","(820246.9395549033, 0.005833333333333334, 6274.298973093927)"
10000000000.0,129154.96650148854,7742.636826811277,599484250.3189421,"(4593.562096250692, 0.0, 1578.806326127081)","(2224488.9079479757, 0.0, 5200.3286435238)","(1717509.5601432885, 0.0025, 6517.506769973634)"
10000000000.0,129154.96650148854,7742.636826811277,10000000000.0,"(4593.570026060136, 0.0, 1578.8121419803642)","(2890203.335772809, 0.0, 4676.520829667176)","(3574713.94464017, 0.0008333333333333334, 7278.692649027715)"
10000000000.0,129154.96650148854,129154.96650148854,0.1,"(4593.550046959889, 0.0, 1578.7972479920597)","(580314.2855765297, 0.020833333333333332, 24530.555219046786)","(48601.91107423781, 0.024166666666666666, 4871.964768051738)"
10000000000.0,129154.96650148854,129154.96650148854,1.6681005372000592,"(4593.550047224409, 0.0, 1578.797247894395)","(580385.8655035838, 0.020833333333333332, 24511.91174587206)","(48625.952848741574, 0.024166666666666666, 4872.647846846815)"
10000000000.0,129154.96650148854,129154.96650148854,27.825594022071257,"(4593.5500515943895, 0.0, 1578.7972435401539)","(581566.2031162373, 0.020833333333333332, 24227.99234053468)","(49020.50219116492, 0.024166666666666666, 4884.17582622905)"
10000000000.0,129154.96650148854,129154.96650148854,464.1588833612782,"(4593.550115081031, 0.0, 1578.7969569198353)","(598270.5262127013, 0.020833333333333332, 22348.250219743055)","(54349.60704032757, 0.024166666666666666, 5032.07304435648)"
10000000000.0,129154.96650148854,129154.96650148854,7742.636826811277,"(4593.550545822006, 0.0, 1578.7954950805974)","(700977.5342050431, 0.020833333333333332, 17974.326304080096)","(86191.2548720738, 0.024166666666666666, 5257.178616544218)"
10000000000.0,129154.96650148854,129154.96650148854,129154.96650148854,"(4593.551692287131, 0.0, 1578.7964396269663)","(938452.3714392632, 0.019166666666666665, 12817.902537492708)","(178740.36747010722, 0.0225, 5297.561250966554)"
10000000000.0,129154.96650148854,129154.96650148854,2154434.6900318866,"(4593.553727471621, 0.0, 1578.7991252937552)","(1277171.543044798, 0.010833333333333334, 9676.494628860342)","(386367.5812889174, 0.015, 5850.537165610862)"
10000000000.0,129154.96650148854,129154.96650148854,35938136.638046406,"(4593.55698346416, 0.0, 1578.8024410905173)","(1699133.8819552339, 0.0, 7106.428348005995)","(820348.5784749715, 0.005833333333333334, 6273.632136783952)"
10000000000.0,129154.96650148854,129154.96650148854,599484250.3189421,"(4593.562096360201, 0.0, 1578.806326238735)","(2224501.793853452, 0.0, 5200.2063529656025)","(1717538.7218160583, 0.0025, 6517.393403610458)"
10000000000.0,129154.96650148854,129154.96650148854,10000000000.0,"(4593.570026083762, 0.0, 1578.8121419925026)","(2890205.547231903, 0.0, 4676.513242021042)","(3574722.6386726703, 0.0008333333333333334, 7278.679900823605)"
10000000000.0,129154.96650148854,2154434.6900318866,0.1,"(4593.550665021716, 0.0, 1578.7957984127263)","(749318.5082480694, 0.0, 12536.731358895944)","(101007.2548466274, 0.0033333333333333335, 4737.737340069148)"
10000000000.0,129154.96650148854,2154434.6900318866,1.6681005372000592,"(4593.550665115422, 0.0, 1578.7957985489636)","(749338.6991186779, 0.0, 12536.656427621541)","(101014.00556015148, 0.0033333333333333335, 4737.757054933234)"
10000000000.0,129154.96650148854,2154434.6900318866,27.825594022071257,"(4593.550666673677, 0.0, 1578.7958008067087)","(749674.2945119435, 0.0, 12535.41356187883)","(101126.22978525968, 0.0033333333333333335, 4738.08548259405)"
10000000000.0,129154.96650148854,2154434.6900318866,464.1588833612782,"(4593.550691345435, 0.0, 1578.7958348068794)","(754963.1017557711, 0.0, 12516.413689482388)","(102900.2544438917, 0.0033333333333333335, 4743.455538179126)"
10000000000.0,129154.96650148854,2154434.6900318866,7742.636826811277,"(4593.550937740804, 0.0, 1578.7960665341054)","(805871.8049740032, 0.0, 12355.4278455658)","(120824.32226895615, 0.0033333333333333335, 4816.16918483062)"
10000000000.0,129154.96650148854,2154434.6900318866,129154.96650148854,"(4593.5518492434685, 0.0, 1578.7968641213756)","(977467.8282012765, 0.0, 11502.214298027899)","(195696.6550591919, 0.0033333333333333335, 5136.681429119553)"
10000000000.0,129154.96650148854,2154434.6900318866,2154434.6900318866,"(4593.553766189176, 0.0, 1578.7991749666733)","(1285119.1213736772, 0.0, 9546.246864752082)","(392047.2198978959, 0.0033333333333333335, 5819.329375187056)"
10000000000.0,129154.96650148854,2154434.6900318866,35938136.638046406,"(4593.556991850834, 0.0, 1578.8024477904662)","(1700443.201886209, 0.0, 7084.011220515743)","(822010.2396526056, 0.0025, 6262.651805681324)"
10000000000.0,129154.96650148854,2154434.6900318866,599484250.3189421,"(4593.562098185612, 0.0, 1578.8063280996914)","(2224716.3333705505, 0.0, 5198.170548077265)","(1718021.2450341277, 0.0016666666666666668, 6515.506370927878)"
10000000000.0,129154.96650148854,2154434.6900318866,10000000000.0,"(4593.570026487437, 0.0, 1578.8121421949866)","(2890242.4258236303, 0.0, 4676.386720162654)","(3574866.3404858303, 0.0008333333333333334, 7278.467334614449)"
10000000000.0,129154.96650148854,35938136.638046406,0.1,"(4593.552537786332, 0.0, 1578.7981967694413)","(1122606.3072230362, 0.0, 8821.083540406666)","(285902.6242761478, 0.0, 4996.97371965211)"
10000000000.0,129154.96650148854,35938136.638046406,1.6681005372000592,"(4593.552537797194, 0.0, 1578.7981967819953)","(1122608.025419842, 0.0, 8821.079310708876)","(285903.5795471409, 0.0, 4996.976198335177)"
